id,nItems,mostFreqStore,mostFreqCat,nCats,preferredBrand,nBrands,nPurch,salesLast3Mon,salesThisMon,daysSinceLastPurch,meanItemPrice,meanShoppingCartValue,customerDuration
4396,238,Columbus,Bakery,46,Bo,110,27,1484.04,657.12,1,6.23546218487395,54.9644444444444,637
4397,68,Seattle,Fresh food,23,Bo,43,4,1119.26,443.17,34,16.4597058823529,279.815,365
4398,127,Boston,Frozen food,44,Bo,94,17,1332.91,639.49,2,10.4953543307087,78.4064705882353,626
4399,118,Orlando,Baby,31,Bo,65,17,1132.03,589.84,1,9.59347457627119,66.59,822
4400,143,Seattle,Alcohol,29,Bo,62,17,1205.2,447.74,4,8.42797202797203,70.8941176470588,357
4401,34,Colorado Springs,Baby,16,Veina,27,15,752.35,345.88,3,22.1279411764706,50.1566666666667,532
4402,273,Seattle,Frozen food,52,Bo,113,33,1440.82,526.89,2,5.27772893772894,43.6612121212121,547
4403,239,Seattle,Shoes,48,Bo,115,38,1714.69,657.14,1,7.17443514644351,45.1234210526316,496
4404,14,Columbus,Baby,6,Veina,9,2,515.97,414.61,20,36.855,257.985,709
4405,6,Colorado Springs,Beverages,2,Alekto,5,3,426.08,280.16,34,71.0133333333333,142.026666666667,761
4406,228,Seattle,Shoes,45,Bo,102,24,1553.26,920.22,2,6.81254385964912,64.7191666666667,950
4407,149,Seattle,Alcohol,39,Bo,78,16,1310.91,474.79,7,8.79805369127517,81.931875,570
4408,221,Colorado Springs,Baby,49,Bo,92,12,1341.88,573.95,23,6.07185520361991,111.823333333333,706
4409,152,Seattle,Frozen food,41,Veina,86,21,1363.02,475.03,5,8.96723684210526,64.9057142857143,506
4410,42,Seattle,Baby,14,Nilima,20,16,869.49,355.87,15,20.7021428571429,54.343125,690
4411,110,Columbus,Alcohol,37,Bo,56,9,1190.44,780.13,1,10.8221818181818,132.271111111111,924
4412,107,Columbus,Shoes,36,Bo,58,11,1089.31,628.15,1,10.1804672897196,99.0281818181818,649
4413,186,Seattle,Frozen food,42,Bo,75,26,1531.66,739.71,4,8.2347311827957,58.91,706
4414,63,Columbus,Alcohol,20,Bo,37,11,1260.16,628.98,4,20.0025396825397,114.56,594
4415,272,Jersey,Packaged food,37,Veina,109,16,1666.37,564.97,6,6.12636029411765,104.148125,657
4416,48,Colorado Springs,Alcohol,21,Bo,30,9,800.29,360.47,9,16.6727083333333,88.9211111111111,718
4417,367,Seattle,Baby,47,Bo,140,45,1791.95,907.27,1,4.88269754768392,39.8211111111111,639
4418,85,Boston,Shoes,22,Medeia,39,15,1139.92,635.21,3,13.4108235294118,75.9946666666667,489
4419,77,Columbus,Shoes,30,Bo,46,12,1020.56,530.13,5,13.254025974026,85.0466666666667,458
4420,302,Columbus,Frozen food,42,Bo,89,24,1511.06,641.71,2,5.00350993377483,62.9608333333333,758
4421,90,Jersey,Baby,30,Bo,60,11,1043.31,381.79,14,11.5923333333333,94.8463636363636,644
4422,195,Jersey,Shoes,50,Bo,117,22,1482.53,737.43,1,7.60271794871795,67.3877272727273,782
4423,200,Seattle,Alcohol,38,Bo,77,36,1304.88,555.47,1,6.5244,36.2466666666667,683
4424,190,Denver,Shoes,46,Bo,101,13,1773.52,660.62,8,9.33431578947368,136.424615384615,649
4425,351,Orlando,Alcohol,54,Bo,138,40,1638.13,705.6,2,4.66703703703704,40.95325,706
4426,42,Boston,Pets,19,Bo,28,22,778.21,340.1,2,18.5288095238095,35.3731818181818,640
4427,134,Orlando,Shoes,31,Bo,63,13,1179.96,516.9,2,8.80567164179105,90.7661538461539,704
4428,220,Orlando,Fresh food,48,Bo,103,8,1610.73,683.53,9,7.3215,201.34125,546
4430,313,Seattle,Fresh food,37,Bo,97,17,1697.25,731.97,2,5.42252396166134,99.8382352941177,584
4432,143,Seattle,Alcohol,40,Bo,77,17,1339.68,616.09,10,9.36839160839161,78.8047058823529,660
4433,78,Columbus,Baby,25,Bo,43,15,893.23,353.7,2,11.4516666666667,59.5486666666667,668
4434,30,San Diego,Shoes,11,Nilima,18,14,741.24,202.31,7,24.708,52.9457142857143,604
4435,196,San Diego,Baby,45,Bo,101,17,1396.13,826.98,2,7.12311224489796,82.1252941176471,792
4436,267,Boston,Shoes,44,Bo,93,19,1528.43,769.77,5,5.72445692883895,80.4436842105263,547
4437,82,Orlando,Packaged food,25,Veina,51,16,1033.41,462.67,2,12.6025609756098,64.588125,449
4438,182,Seattle,Alcohol,49,Bo,84,21,1354.04,572.1,18,7.43978021978022,64.4780952380952,755
4439,114,Jersey,Shoes,42,Veina,70,15,1186.65,353.62,19,10.4092105263158,79.11,614
4440,93,Orlando,Beverages,23,Nilima,35,16,1366.47,641.51,2,14.6932258064516,85.404375,770
4441,120,Colorado Springs,Shoes,28,Kellest,36,34,1186.51,583.02,1,9.88758333333333,34.8973529411765,815
4442,22,Jersey,Packaged food,11,Veina,17,8,616.72,269.25,20,28.0327272727273,77.09,685
4443,95,Columbus,Alcohol,33,Nilima,59,9,1236.67,503.85,3,13.0175789473684,137.407777777778,400
4444,95,Boston,Clothes,26,Bo,37,29,987.18,410.24,2,10.3913684210526,34.0406896551724,500
4445,163,Seattle,Shoes,39,Bo,84,14,1347.3,637.96,18,8.26564417177914,96.2357142857143,662
4446,262,Seattle,Packaged food,33,Bo,51,55,1311.94,584.68,3,5.00740458015267,23.8534545454545,654
4447,241,Orlando,Alcohol,46,Bo,125,15,1419.8,521.76,2,5.89128630705394,94.6533333333333,609
4448,127,Orlando,Shoes,36,Bo,62,13,1177.8,357.16,10,9.27401574803149,90.6,538
4449,39,Denver,Baby,16,Veina,25,12,742.79,454.17,1,19.0458974358974,61.8991666666667,785
4450,126,Seattle,Baby,35,Bo,79,3,1385.93,633.32,28,10.9994444444444,461.976666666667,458
4451,148,San Diego,Bakery,41,Veina,97,21,1488.28,606.88,3,10.0559459459459,70.8704761904762,471
4452,165,Seattle,Packaged food,33,Bo,78,20,1256.53,556.43,7,7.61533333333333,62.8265,605
4453,154,Colorado Springs,Pets,34,Bo,64,17,1133.11,476.15,2,7.35785714285714,66.6535294117647,826
4454,57,Boston,Packaged food,28,Nilima,44,12,907.67,269.25,1,15.9240350877193,75.6391666666667,399
4455,192,Colorado Springs,Shoes,36,Nilima,82,31,1363.6,895.38,1,7.10208333333333,43.9870967741935,979
4456,185,Denver,Frozen food,44,Bo,97,28,1401.69,617.9,1,7.5767027027027,50.0603571428571,475
4457,173,Boston,Baby,46,Bo,92,12,1465.37,671.63,1,8.47034682080925,122.114166666667,656
4458,186,Seattle,Frozen food,42,Veina,80,12,1488.97,844.11,3,8.00521505376344,124.080833333333,837
4459,15,Orlando,Alcohol,11,Bo,14,1,728.76,779.34,8,48.584,728.76,736
4460,73,Orlando,Fresh food,19,Alekto,48,16,1017.61,322.46,2,13.9398630136986,63.600625,450
4461,311,Orlando,Baby,53,Moone,139,37,1634.73,573.1,2,5.25636655948553,44.1818918918919,418
4462,103,Jersey,Shoes,30,Bo,60,14,1392.37,616.18,3,13.5181553398058,99.455,601
4463,55,Jersey,Baby,26,Bo,39,10,878.5,341.28,17,15.9727272727273,87.85,506
4464,172,Boston,Shoes,44,Bo,100,13,1367.1,474.03,23,7.94825581395349,105.161538461538,451
4465,143,Seattle,Shoes,41,Bo,92,14,1336.69,355.95,2,9.34748251748252,95.4778571428571,326
4466,94,San Diego,Packaged food,29,Bo,63,13,1010.65,350.96,2,10.7515957446809,77.7423076923077,482
4468,87,Honolulu,Shoes,33,Bo,51,8,985.14,471.29,5,11.3234482758621,123.1425,756
4470,210,Columbus,Alcohol,47,Bo,91,26,1435.49,427.94,3,6.83566666666667,55.2111538461538,542
4471,334,San Diego,Packaged food,41,Bo,107,27,1492.58,585.24,2,4.46880239520958,55.2807407407407,624
4472,370,Seattle,Frozen food,46,Bo,130,50,1924.11,827.65,2,5.2002972972973,38.4822,687
4473,90,Boston,Clothes,25,Veina,41,9,1126.54,332.65,10,12.5171111111111,125.171111111111,306
4474,166,Seattle,Baby,49,Bo,103,18,1420.74,658.16,3,8.55867469879518,78.93,635
4475,363,Columbus,Alcohol,59,Nilima,158,32,1825.3,862.37,2,5.02837465564738,57.040625,647
4476,193,Colorado Springs,Baby,41,Veina,67,50,1382.45,648.79,1,7.16295336787565,27.649,665
4478,103,Columbus,Alcohol,33,Bo,47,15,1089.96,580.9,2,10.5821359223301,72.664,596
4479,100,Denver,Pets,30,Moone,57,9,1081.13,512.88,2,10.8113,120.125555555556,602
4480,34,Seattle,Packaged food,15,Nilima,24,8,885.04,471.02,3,26.0305882352941,110.63,703
4482,349,Orlando,Fresh food,51,Bo,139,13,1624.13,431.53,15,4.6536676217765,124.933076923077,379
4483,105,Seattle,Clothes,32,Bo,37,13,1028.3,515.25,3,9.79333333333333,79.1,651
4484,109,Boston,Frozen food,30,Bo,59,13,1171.97,767.77,5,10.7520183486239,90.1515384615385,933
4485,315,Jersey,Fresh food,47,Bo,144,22,1632.21,856.26,1,5.18161904761905,74.1913636363636,884
4486,39,Columbus,Shoes,20,Medeia,25,12,828.84,343.13,2,21.2523076923077,69.07,586
4487,89,Boston,Shoes,34,Bo,50,7,1026.84,502.07,23,11.5375280898876,146.691428571429,756
4488,302,Seattle,Shoes,56,Bo,148,10,1805.18,687.65,1,5.97741721854305,180.518,739
4489,226,Seattle,Frozen food,50,Veina,121,15,1637.57,824.9,1,7.24588495575221,109.171333333333,787
4490,36,Colorado Springs,Bakery,14,Veina,23,20,868.63,598.63,5,24.1286111111111,43.4315,867
4491,198,Columbus,Baby,38,Veina,103,37,1569.8,912.55,2,7.92828282828283,42.427027027027,935
4492,147,Jersey,Baby,47,Moone,84,12,1240.49,799.46,10,8.4387074829932,103.374166666667,923
4493,100,Columbus,Baby,35,Bo,70,25,1078.31,533.24,11,10.7831,43.1324,665
4494,381,Seattle,Clothes,44,Bo,128,42,1818.65,675.33,2,4.77335958005249,43.3011904761905,665
4495,282,Honolulu,Packaged food,49,Bo,126,28,1584.89,711.27,2,5.62017730496454,56.6032142857143,817
4496,64,San Diego,Baby,25,Alekto,45,13,854.38,253.86,1,13.3496875,65.7215384615385,516
4497,322,Seattle,Baby,40,Bo,81,15,1659.2,808.26,10,5.1527950310559,110.613333333333,621
4498,157,Columbus,Alcohol,39,Akar,90,18,1264.04,462.06,11,8.0512101910828,70.2244444444444,524
4499,24,Columbus,Alcohol,14,Nilima,18,3,711.32,399.12,21,29.6383333333333,237.106666666667,461
4500,63,Jersey,Bakery,21,Veina,36,8,1047.1,436.1,25,16.6206349206349,130.8875,454
4501,124,Columbus,Shoes,41,Bo,80,20,1316.61,748.36,2,10.6178225806452,65.8305,749
4502,48,Honolulu,Alcohol,25,Bo,40,4,886.29,580.18,4,18.464375,221.5725,802
4503,63,Orlando,Alcohol,22,Bo,33,15,896.43,273.02,31,14.2290476190476,59.762,631
4504,160,San Diego,Clothes,36,Kellest,72,20,1222.99,534.84,3,7.6436875,61.1495,631
4505,220,Seattle,Alcohol,41,Bo,109,9,1486.27,377.53,5,6.75577272727273,165.141111111111,278
4506,198,Columbus,Clothes,44,Veina,98,17,1378.17,608.6,2,6.96045454545455,81.0688235294118,530
4507,167,Denver,Baby,38,Bo,86,45,1328.51,676.55,2,7.9551497005988,29.5224444444444,742
4508,249,Boston,Alcohol,41,Nilima,113,28,1555.41,699.28,2,6.2466265060241,55.5503571428571,681
4509,122,Colorado Springs,Alcohol,30,Bo,59,20,1147.09,685.66,10,9.40237704918033,57.3545,729
4510,28,Columbus,Baby,17,Nilima,17,9,775,437.27,3,27.6785714285714,86.1111111111111,528
4512,151,Seattle,Alcohol,35,Bo,64,10,1181.88,371.25,3,7.82701986754967,118.188,467
4513,85,Columbus,Beverages,33,Bo,50,9,1027.8,559.39,5,12.0917647058824,114.2,783
4514,176,Columbus,Shoes,44,Bo,78,17,1284.39,721.81,6,7.29767045454545,75.5523529411765,1026
4515,32,Columbus,Bakery,11,Veina,15,19,717.51,453.26,2,22.4221875,37.7636842105263,667
4516,90,Columbus,Baby,33,Bo,56,20,1035.17,536.56,4,11.5018888888889,51.7585,693
4518,546,Colorado Springs,Baby,60,Veina,209,52,1986.7,848.44,4,3.63864468864469,38.2057692307692,689
4519,185,Orlando,Alcohol,43,Nilima,74,18,1445.28,402.24,3,7.81232432432432,80.2933333333333,481
4520,199,Jersey,Bakery,37,Bo,119,22,1527.42,541.19,2,7.67547738693467,69.4281818181818,415
4521,152,Boston,Shoes,39,Bo,72,5,1317.2,751.87,16,8.66578947368421,263.44,599
4522,218,Seattle,Baby,47,Nilima,111,22,1551.26,836.69,1,7.11587155963303,70.5118181818182,953
4523,168,Columbus,Alcohol,45,Bo,87,23,1246.51,523.97,1,7.41970238095238,54.1960869565217,589
4524,11,Columbus,Bakery,5,Veina,10,2,657.21,399.71,1,59.7463636363636,328.605,623
4525,50,Columbus,Shoes,18,Nilima,29,15,802.71,338.74,3,16.0542,53.514,512
4526,170,Orlando,Baby,49,Bo,101,26,1400.96,696.64,2,8.24094117647059,53.8830769230769,745
4527,274,Seattle,Frozen food,53,Medeia,137,26,1742.98,855.23,1,6.36124087591241,67.0376923076923,644
4530,41,Honolulu,Shoes,17,Veina,25,10,903.39,422.22,4,22.0339024390244,90.339,740
4531,4,Columbus,Packaged food,2,Alekto,4,3,352.34,529.9,11,88.085,117.446666666667,736
4532,339,Seattle,Packaged food,46,Bo,107,32,1636.12,818.18,2,4.82631268436578,51.12875,859
4533,136,Columbus,Baby,36,Bo,79,16,1349.21,249.01,2,9.92066176470588,84.325625,159
4534,187,Colorado Springs,Frozen food,32,Bo,81,13,1468.48,747.21,8,7.85283422459893,112.96,752
4535,219,Colorado Springs,Alcohol,46,Bo,90,20,1409.51,812.29,10,6.43611872146119,70.4755,915
4536,227,San Diego,Frozen food,40,Nilima,106,30,1559.24,525.94,2,6.8688986784141,51.9746666666667,508
4537,38,Columbus,Baby,25,Alekto,29,15,805.3,491.99,5,21.1921052631579,53.6866666666667,642
4538,4,Colorado Springs,Baby,4,Veina,4,1,408.99,412.68,15,102.2475,408.99,891
4539,26,Orlando,Bakery,13,Veina,22,6,875.07,271.31,7,33.6565384615385,145.845,288
4540,133,Seattle,Packaged food,25,Veina,55,26,1270.4,523.61,2,9.55187969924812,48.8615384615385,606
4541,105,Orlando,Baby,44,Bo,63,9,1302.66,591.33,9,12.4062857142857,144.74,695
4542,276,Boston,Alcohol,47,Bo,140,29,1722.88,840.78,5,6.24231884057971,59.4096551724138,638
4543,249,Boston,Baby,44,Veina,106,39,1720.95,852.41,9,6.91144578313253,44.1269230769231,829
4544,183,Honolulu,Alcohol,32,Nilima,63,14,1257.56,542.73,1,6.87191256830601,89.8257142857143,456
4545,52,Seattle,Frozen food,20,Nilima,28,10,917.22,264,1,17.6388461538462,91.722,423
4546,87,Honolulu,Packaged food,23,Bo,49,25,990.65,467.83,4,11.3867816091954,39.626,735
4547,23,Columbus,Baby,12,Bo,18,2,824.46,583.15,22,35.8460869565217,412.23,738
4548,286,Orlando,Alcohol,47,Bo,147,17,1577.77,657.66,6,5.51667832167832,92.81,659
4549,191,Columbus,Baby,46,Bo,70,10,1314.29,801.96,32,6.88109947643979,131.429,832
4550,162,Boston,Alcohol,43,Bo,82,14,1368.7,692.09,3,8.44876543209877,97.7642857142857,792
4551,149,Orlando,Alcohol,40,Nilima,98,10,1272.81,622.03,1,8.54234899328859,127.281,503
4552,266,Orlando,Bakery,39,Veina,100,46,1842.21,814.86,1,6.9256015037594,40.0480434782609,590
4553,54,Denver,Frozen food,21,Akar,36,7,937.69,546.4,2,17.3646296296296,133.955714285714,708
4554,435,Seattle,Frozen food,49,Bo,151,42,1956.7,734.88,2,4.49816091954023,46.5880952380952,350
4555,54,Boston,Packaged food,16,Katram,24,4,1029.25,477.61,4,19.0601851851852,257.3125,564
4556,85,Colorado Springs,Packaged food,24,Bo,44,14,1009,363.65,2,11.8705882352941,72.0714285714286,575
4557,306,Boston,Shoes,55,Veina,135,28,1818.45,671.6,6,5.94264705882353,64.9446428571429,591
4558,34,San Diego,Alcohol,13,Alekto,21,7,801.61,399.9,15,23.5767647058824,114.515714285714,463
4559,259,Orlando,Baby,53,Bo,139,21,1504.68,564.23,10,5.80957528957529,71.6514285714286,369
4560,231,Orlando,Shoes,41,Bo,108,27,1432.82,514.31,4,6.20268398268398,53.0674074074074,605
4562,62,Honolulu,Baby,22,Nilima,31,10,840.4,326.98,10,13.5548387096774,84.04,549
4563,233,Colorado Springs,Alcohol,39,Bo,90,25,1426.68,541.34,2,6.12309012875536,57.0672,529
4564,550,Boston,Frozen food,56,Bo,163,49,2017.01,810.96,2,3.66729090909091,41.1634693877551,441
4565,434,Jersey,Shoes,56,Veina,195,40,2160.25,1044.09,1,4.97753456221198,54.00625,712
4566,194,San Diego,Packaged food,43,Nilima,102,12,1530.13,748.61,5,7.88726804123711,127.510833333333,711
4567,206,Orlando,Alcohol,48,Bo,106,8,1563.07,697.38,10,7.58771844660194,195.38375,617
4568,165,San Diego,Alcohol,37,Bo,68,11,1408.92,486.22,4,8.53890909090909,128.083636363636,493
4569,364,Columbus,Baby,45,Bo,145,57,1574.86,692.41,1,4.32653846153846,27.6291228070175,650
4570,216,Seattle,Pets,44,Bo,91,8,1508.6,505.94,17,6.98425925925926,188.575,495
4571,531,Colorado Springs,Alcohol,63,Bo,166,22,1863.77,861,2,3.50992467043314,84.7168181818182,484
4572,141,Seattle,Baby,37,Bo,67,18,1172.58,611.95,2,8.31617021276596,65.1433333333333,752
4573,216,Columbus,Shoes,42,Bo,87,17,1309.96,735.57,1,6.06462962962963,77.0564705882353,708
4574,94,San Diego,Shoes,23,Moone,56,14,904.67,412.32,7,9.62414893617021,64.6192857142857,584
4575,29,Boston,Clothes,15,Veina,18,3,798.73,307.09,9,27.5424137931034,266.243333333333,386
4576,246,Boston,Alcohol,50,Bo,124,35,1542.84,822.28,1,6.27170731707317,44.0811428571429,894
4578,321,Honolulu,Alcohol,46,Bo,119,37,1689.52,592.06,3,5.26330218068536,45.6627027027027,506
4579,60,Columbus,Alcohol,23,Veina,34,18,876.59,391.7,6,14.6098333333333,48.6994444444444,653
4580,121,Honolulu,Alcohol,32,Bo,51,19,1070.66,602.55,12,8.84842975206612,56.3505263157895,772
4581,303,San Diego,Packaged food,38,Bo,135,20,1518.89,788.58,8,5.01283828382838,75.9445,597
4583,178,Orlando,Frozen food,36,Bo,75,27,1268.67,529.49,7,7.1273595505618,46.9877777777778,588
4584,92,Denver,Packaged food,38,Bo,67,12,1118.41,373.28,6,12.1566304347826,93.2008333333333,498
4585,58,Columbus,Baby,32,Bo,37,18,1018.85,261.39,1,17.5663793103448,56.6027777777778,427
4586,263,Boston,Frozen food,54,Veina,122,29,1602.01,728.64,5,6.0912927756654,55.241724137931,855
4587,38,Columbus,Bakery,23,Nilima,26,10,841.65,287.93,8,22.1486842105263,84.165,523
4588,525,Colorado Springs,Packaged food,60,Bo,193,57,1941.74,920.59,1,3.69855238095238,34.0656140350877,540
4589,144,Seattle,Baby,39,Nilima,76,14,1273.33,571.47,2,8.84256944444444,90.9521428571428,571
4590,277,Columbus,Baby,50,Bo,122,38,1602.97,822.93,1,5.78689530685921,42.1834210526316,977
4591,173,Seattle,Alcohol,38,Bo,51,15,1401.81,659.21,9,8.10294797687861,93.454,760
4592,238,Seattle,Alcohol,46,Bo,80,5,1921.62,709.47,4,8.07403361344538,384.324,459
4593,270,Columbus,Baby,42,Nilima,129,38,1516.98,762.54,1,5.61844444444444,39.9205263157895,642
4594,133,Columbus,Alcohol,39,Bo,73,15,1228.71,696.14,3,9.23842105263158,81.914,812
4595,170,Boston,Baby,34,Alekto,62,32,1433.58,671.54,5,8.43282352941177,44.799375,798
4597,342,Denver,Frozen food,51,Bo,128,60,1657.13,721.09,1,4.84540935672515,27.6188333333333,744
4598,166,Boston,Packaged food,38,Bo,64,23,1480.12,756.63,6,8.91638554216867,64.3530434782609,655
4599,193,Boston,Beverages,46,Nilima,104,21,1476.2,593.31,9,7.64870466321244,70.2952380952381,827
4600,114,Seattle,Baby,32,Bo,48,24,1287.54,489.58,7,11.2942105263158,53.6475,603
4601,162,Boston,Baby,38,Nilima,75,13,1287.77,486.69,1,7.9491975308642,99.0592307692308,615
4602,120,San Diego,Alcohol,32,Nilima,82,6,1258.68,552.96,7,10.489,209.78,511
4603,65,Denver,Baby,28,Bo,40,5,972.73,491.96,10,14.9650769230769,194.546,428
4604,266,Seattle,Alcohol,50,Bo,128,35,1465.36,778.72,1,5.50887218045113,41.8674285714286,681
4605,100,Denver,Alcohol,38,Bo,62,8,1068.19,482.27,9,10.6819,133.52375,690
4606,322,Colorado Springs,Alcohol,39,Nilima,93,49,1610.16,588.29,1,5.00049689440994,32.8604081632653,569
4607,205,Boston,Shoes,37,Bo,98,28,1652,739.58,2,8.05853658536585,59,624
4608,88,Seattle,Shoes,28,Nilima,48,19,1078.53,561.14,4,12.2560227272727,56.7647368421053,883
4610,281,Orlando,Shoes,55,Bo,139,34,1620.97,814.85,16,5.76857651245552,47.6755882352941,742
4611,21,Columbus,Alcohol,16,Veina,18,4,734.77,559.6,25,34.9890476190476,183.6925,749
4612,35,Boston,Baby,21,Nilima,23,11,1018.86,459.3,3,29.1102857142857,92.6236363636364,525
4613,317,Seattle,Bakery,39,Katram,117,15,1851.7,766.35,7,5.84132492113565,123.446666666667,567
4614,11,Jersey,Bakery,7,Veina,9,5,622.43,337.55,14,56.5845454545454,124.486,625
4616,200,Colorado Springs,Packaged food,35,Bo,105,30,1394.83,600.43,1,6.97415,46.4943333333333,434
4617,200,Honolulu,Packaged food,41,Veina,97,42,1447.48,673.35,1,7.2374,34.4638095238095,664
4618,48,Denver,Shoes,21,Bo,35,7,931.47,456.5,24,19.405625,133.067142857143,670
4619,193,Seattle,Alcohol,41,Bo,80,16,1287.1,481.58,7,6.66891191709844,80.44375,664
4620,259,Seattle,Frozen food,33,Bo,76,38,1562.17,555.81,2,6.0315444015444,41.1097368421053,480
4621,267,Columbus,Baby,51,Bo,133,28,1472.35,705.94,3,5.51441947565543,52.5839285714286,624
4622,251,Orlando,Frozen food,52,Bo,107,38,1482.95,542.84,1,5.90816733067729,39.025,464
4623,143,Columbus,Baby,48,Nilima,81,27,1475.43,668.92,4,10.3176923076923,54.6455555555556,667
4624,238,Boston,Alcohol,54,Bo,111,38,1629.88,919.35,2,6.84823529411765,42.8915789473684,757
4625,75,Seattle,Alcohol,29,Nilima,43,19,1073.71,451.63,2,14.3161333333333,56.5110526315789,552
4626,193,Boston,Packaged food,37,Bo,89,9,1445.6,650.01,12,7.49015544041451,160.622222222222,646
4627,504,Honolulu,Alcohol,52,Bo,183,50,1864.12,1025.88,2,3.69865079365079,37.2824,910
4628,108,Columbus,Fresh food,27,Nilima,60,25,1166.49,535.5,2,10.8008333333333,46.6596,714
4629,187,Columbus,Baby,37,Medeia,73,29,1528.67,577.15,4,8.17470588235294,52.7127586206897,311
4630,136,Denver,Beverages,34,Bo,70,32,1313.54,577.58,3,9.65838235294118,41.048125,517
4631,590,Columbus,Baby,53,Bo,186,43,2442.23,994.76,1,4.13937288135593,56.7960465116279,512
4632,29,Columbus,Baby,16,Bo,22,6,682.27,395.96,24,23.5265517241379,113.711666666667,553
4633,180,Seattle,Shoes,42,Bo,96,24,1432.2,675.63,4,7.95666666666667,59.675,772
4634,250,Seattle,Alcohol,40,Bo,70,10,1541.7,691.43,8,6.1668,154.17,565
4635,129,Boston,Pets,29,Bo,53,23,1160.47,514.58,3,8.99589147286822,50.4552173913044,571
4636,300,Orlando,Packaged food,43,Bo,137,30,1681.07,725.26,1,5.60356666666667,56.0356666666667,762
4637,369,Jersey,Shoes,55,Bo,167,22,1673.24,694.77,3,4.53452574525745,76.0563636363636,631
4638,100,Boston,Baby,33,Alekto,46,11,1007.82,482.84,2,10.0782,91.62,637
4639,453,Boston,Alcohol,62,Bo,191,32,1979.35,913.46,3,4.36942604856512,61.8546875,755
4640,261,Orlando,Alcohol,46,Bo,90,17,1496.69,763.31,6,5.73444444444444,88.0405882352941,772
4641,30,Seattle,Baby,18,Bo,22,9,752.33,376.85,7,25.0776666666667,83.5922222222222,408
4642,67,Orlando,Shoes,27,Nilima,39,4,947.89,540,8,14.1476119402985,236.9725,920
4643,114,Orlando,Alcohol,30,Veina,71,8,1176.59,257.08,9,10.3209649122807,147.07375,196
4644,50,Columbus,Packaged food,17,Bo,26,15,868.61,429.37,13,17.3722,57.9073333333333,622
4645,407,Seattle,Alcohol,54,Bo,191,31,1949.79,840.76,1,4.79063882063882,62.8964516129032,786
4646,273,Honolulu,Alcohol,50,Bo,126,14,1627.73,734.05,1,5.96238095238095,116.266428571429,600
4647,54,Columbus,Alcohol,29,Bo,43,12,903.67,460.23,6,16.7346296296296,75.3058333333333,546
4648,113,Orlando,Alcohol,33,Bo,56,7,1203.6,509.93,5,10.6513274336283,171.942857142857,584
4649,207,Seattle,Baby,46,Bo,82,17,1472.45,792.55,6,7.11328502415459,86.614705882353,812
4650,471,Orlando,Beverages,53,Bo,174,25,1873.22,883.98,5,3.97711252653928,74.9288,718
4651,109,Honolulu,Shoes,36,Bo,59,12,1130.38,580.19,14,10.3704587155963,94.1983333333333,811
4652,254,Columbus,Packaged food,48,Bo,93,26,1568.86,712.16,3,6.17661417322835,60.3407692307692,693
4653,149,San Diego,Frozen food,37,Bo,70,8,1379.97,637.59,21,9.26154362416107,172.49625,772
4654,37,Columbus,Baby,13,Medeia,20,10,956.2,471.47,4,25.8432432432432,95.62,459
4655,136,Orlando,Frozen food,38,Bo,77,18,1267.49,425.76,14,9.31977941176471,70.4161111111111,496
4656,229,Denver,Shoes,36,Bo,105,29,1460.34,532.7,9,6.37703056768559,50.3565517241379,509
4657,262,Columbus,Alcohol,54,Bo,92,34,1593.62,672.35,1,6.08251908396947,46.8711764705882,688
4658,158,Boston,Shoes,40,Nilima,73,31,1329.89,813.78,3,8.4170253164557,42.8996774193548,804
4659,601,Boston,Bakery,55,Veina,148,81,2249.46,951.57,1,3.7428618968386,27.7711111111111,517
4660,160,Jersey,Frozen food,34,Nilima,67,14,1315.7,669.11,8,8.223125,93.9785714285714,832
4661,140,Orlando,Shoes,36,Bo,81,18,1275.74,661.06,8,9.11242857142857,70.8744444444444,932
4662,165,Honolulu,Packaged food,43,Bo,82,5,1218.52,657.08,6,7.3849696969697,243.704,830
4663,347,Honolulu,Alcohol,44,Bo,131,32,1645.55,605.14,2,4.74221902017291,51.4234375,361
4664,152,Jersey,Alcohol,33,Nilima,61,6,1164.3,612.83,8,7.65986842105263,194.05,618
4665,70,Boston,Packaged food,28,Nilima,50,11,1109.71,649.96,10,15.853,100.882727272727,967
4666,376,Boston,Fresh food,47,Bo,146,17,2028.34,882.86,3,5.39452127659574,119.314117647059,638
4667,262,Jersey,Frozen food,51,Bo,141,30,1626.74,670.42,3,6.20893129770992,54.2246666666667,651
4668,199,Columbus,Bakery,44,Bo,104,18,1660.95,509.52,6,8.3464824120603,92.275,597
4669,217,Seattle,Frozen food,37,Bo,97,19,1477.71,821.29,5,6.80972350230415,77.7742105263158,766
4670,102,Seattle,Shoes,28,Nilima,49,11,1116.93,645.35,9,10.9502941176471,101.539090909091,727
4671,434,Seattle,Alcohol,54,Bo,121,18,1730.17,801.5,1,3.9865668202765,96.1205555555556,607
4672,187,Orlando,Shoes,36,Bo,93,30,1386.53,665.2,3,7.41459893048128,46.2176666666667,794
4673,543,Seattle,Baby,49,Moone,157,13,1937.29,894.15,2,3.5677532228361,149.022307692308,734
4674,219,Honolulu,Alcohol,42,Nilima,97,13,1496.01,721.81,4,6.83109589041096,115.077692307692,775
4675,269,Boston,Frozen food,50,Bo,140,9,1744.53,916.75,3,6.48524163568773,193.836666666667,680
