daysSinceFirstPurch,shoppingCartValue,gender,voucher,returned,boughtAgain
43,36.79,male,0,1,1
19,101.73,female,0,0,0
23,67.2,female,0,1,0
28,119.19,female,0,0,1
28,63.74,female,0,1,0
44,72.3,female,0,0,1
29,200.21,male,0,0,0
62,113.24,male,0,0,1
18,138.44,male,1,0,1
42,181.34,female,0,0,1
65,171.65,female,0,1,1
45,45.94,female,0,0,1
41,80.52,male,0,0,1
12,41.03,female,0,0,0
31,42.98,male,0,1,0
46,62.29,female,0,0,0
16,88.77,female,0,0,1
20,35.41,female,0,0,0
30,70.8,female,0,0,0
47,123.46,female,0,0,0
47,109.03,male,0,0,1
48,72.5,male,0,1,1
35,83.34,female,1,0,1
41,82.68,male,0,0,1
41,68.09,female,0,0,0
88,270.98,male,0,0,1
25,107.95,female,0,0,1
15,91.07,male,0,0,1
34,42.93,male,0,0,1
26,80.43,male,0,0,1
39,40.88,female,0,0,1
42,42.64,male,0,0,1
22,85.22,male,1,0,1
65,135.3,female,1,0,0
24,89.76,male,0,1,1
30,47.73,female,1,0,1
48,74.94,female,1,0,0
7,290.55,male,1,0,0
37,120.63,male,0,0,1
40,48.66,female,0,0,1
30,37.95,female,0,0,1
41,49.27,male,0,0,1
37,46.31,male,0,0,1
20,101.22,male,1,0,1
29,91.36,female,0,0,1
42,100.79,female,1,1,0
7,77.66,female,0,0,1
14,79.03,male,0,1,1
20,36.69,female,1,0,1
21,87.25,male,0,0,1
10,257.18,male,0,0,1
40,85.34,female,0,0,1
22,335.53,male,1,0,1
35,118.39,female,0,0,1
47,61.4,female,0,0,1
34,125.98,female,0,0,1
61,35.36,female,0,1,0
33,49.69,female,1,0,0
33,84.69,male,0,0,1
31,68.12,female,0,1,0
54,52.24,female,0,0,1
17,57.07,male,0,1,0
35,60.37,female,1,0,0
29,64.19,female,0,0,1
55,71.24,female,0,1,0
40,83.38,female,0,0,1
36,28.52,male,0,0,1
27,79.67,male,0,0,1
51,71.92,female,1,0,0
36,87.62,male,0,1,0
9,92.04,female,0,0,1
18,38.96,male,1,0,1
12,23.81,male,1,0,1
52,48.13,male,0,0,1
10,45.3,female,0,1,0
49,25.03,male,1,0,0
4,116.45,female,0,1,0
29,74.01,female,0,0,1
69,95.77,male,0,0,1
37,129.62,female,0,0,1
70,93.28,male,0,0,1
13,103.53,female,0,0,1
28,85.08,female,0,0,1
108,331.25,male,0,0,1
48,73.06,male,0,0,1
52,146.52,female,1,0,1
30,128.7,female,0,0,1
38,77.08,female,0,0,1
20,87.22,male,1,0,1
19,91.6,female,0,0,1
43,87.22,female,0,0,1
52,84.37,female,0,0,1
52,83.72,female,1,0,1
14,144.7,male,0,0,1
25,39.04,male,0,0,1
19,184.75,female,0,0,1
60,35.89,female,1,0,1
14,85.59,male,1,0,1
43,78.82,female,0,0,1
13,43.83,female,0,0,1
33,124.2,female,1,1,0
44,52.72,female,1,0,0
36,154.31,male,0,1,0
13,73.68,female,0,0,0
9,71.87,male,0,0,1
36,36.87,female,0,0,0
37,98.35,female,0,1,1
16,149.46,female,0,0,1
40,56.02,female,0,1,0
100,256.33,male,0,0,1
46,83.48,female,1,0,1
21,56.56,male,0,0,0
30,244.67,female,1,0,0
14,84.45,female,0,0,1
29,112.62,female,1,0,1
48,174.58,male,0,1,0
29,111.05,female,0,0,0
56,174.75,male,0,0,1
43,124.4,male,0,0,1
45,112.19,male,0,0,1
4,106.37,female,0,0,1
50,78.28,female,0,0,0
62,113.29,female,0,0,1
9,78.78,male,1,0,0
12,91.83,female,0,1,1
19,133.78,female,0,0,1
33,286.16,male,0,1,1
18,122.73,female,1,0,0
39,127.82,female,0,1,0
82,179.09,male,0,0,0
66,59.3,female,0,1,0
27,66.3,male,0,0,0
93,232.16,male,1,0,0
15,38.79,female,0,0,0
30,66.89,male,0,0,1
65,102.7,male,0,0,1
16,181.03,female,0,1,0
26,27.68,female,0,1,0
38,111.65,male,0,1,0
19,116.87,female,0,0,1
31,81.87,female,0,0,0
45,64.61,female,0,1,0
53,99.55,female,0,0,1
23,92.55,female,0,0,1
23,39.21,female,1,0,1
44,131.87,male,1,0,1
30,85.91,female,0,0,1
68,99.46,female,0,1,1
8,64.91,female,0,0,0
18,79.44,female,0,0,1
22,74.19,male,0,0,1
24,48.02,female,0,0,1
9,45.21,female,0,1,0
64,72.39,male,0,0,0
11,80.47,female,0,0,1
27,102.11,female,0,0,0
22,38.36,female,0,0,0
14,38.3,male,1,0,0
21,101.72,female,1,1,1
43,98.91,male,0,0,1
43,360.72,male,1,0,1
37,115.13,female,0,0,1
8,133.24,female,1,1,1
19,37.04,female,0,0,1
24,42.53,female,0,0,1
24,53.91,female,0,0,1
22,65.89,female,0,0,1
48,82.35,female,0,0,0
33,53.57,female,0,0,1
51,173.11,female,0,1,0
29,40.46,female,0,0,0
28,33.24,male,1,0,0
57,157.01,female,0,1,1
12,43.43,female,1,1,0
15,133.02,female,1,0,0
22,52.56,male,0,1,1
14,52.22,male,0,1,1
25,79,male,0,0,0
35,93.11,female,0,0,0
56,131.62,male,0,1,1
39,52.7,female,0,0,0
46,42.16,female,0,0,1
29,43.91,female,1,1,1
6,153.04,female,0,0,1
42,112.69,female,0,0,1
31,84.44,male,0,0,1
16,61.81,female,0,0,0
54,88.7,male,0,0,1
17,35.63,female,0,0,0
7,54.23,female,0,0,0
51,207.39,male,1,1,0
20,101.08,female,0,1,0
44,115.66,female,0,1,0
30,70.66,male,0,0,1
32,81.73,male,0,0,1
23,146.71,male,0,0,1
19,95,male,0,1,1
72,330.05,female,1,0,1
32,46.17,female,0,1,1
18,64.4,female,0,0,0
24,33.47,male,0,0,1
35,47.89,female,0,0,1
20,198.11,male,0,0,1
21,51.99,female,0,1,0
31,49.54,female,0,1,1
9,96.76,female,1,0,0
19,97.65,female,0,0,0
21,196.42,male,0,1,1
16,104.05,female,0,1,1
72,61.97,female,0,0,0
36,49.38,male,1,0,1
12,43.37,female,0,0,0
18,83.42,female,0,0,1
40,57.41,female,1,0,1
35,34.54,female,0,0,0
34,60.17,female,0,0,0
54,69.32,female,1,1,0
32,111.44,female,0,0,1
71,98.25,male,0,0,1
35,83,male,0,0,1
28,89.15,male,0,0,1
39,106.68,female,0,0,1
41,85.9,male,0,0,1
11,142.53,male,0,1,0
17,73.44,female,0,0,1
17,47.05,female,0,0,1
22,46.97,female,0,1,0
22,57.15,female,1,0,0
4,71.25,female,0,0,1
49,67.03,female,0,0,0
33,80.32,female,0,0,1
30,98.39,female,0,0,1
37,39.39,female,1,0,0
7,60.36,female,0,0,0
42,154.3,female,1,0,0
32,107.08,female,0,0,1
40,197.63,male,0,0,1
37,91.34,female,1,0,0
17,41.49,female,0,0,0
31,52.13,male,1,1,1
11,90.84,male,1,0,1
23,33.6,male,0,1,1
21,56.38,female,0,0,0
21,167.54,male,0,0,1
41,75.49,male,1,0,1
54,96.22,female,0,0,1
20,68.35,female,1,0,0
27,82.06,female,1,0,0
38,129.53,female,1,0,0
95,256.24,female,0,0,1
41,64.87,female,0,0,0
61,43.38,female,0,0,1
51,62.05,female,0,0,1
54,162.29,female,0,0,1
29,51.17,female,0,0,1
8,70.26,male,0,0,1
36,164.03,female,0,0,1
64,102.15,male,0,0,1
63,106.23,male,0,0,1
16,33.16,female,0,0,1
16,55.46,female,0,0,1
34,85.58,female,0,0,1
40,47.66,female,0,0,1
28,104.91,male,1,0,1
44,153.49,female,0,1,1
13,76.88,female,0,0,1
43,114.24,female,0,0,0
26,62.38,female,0,0,1
15,150.06,male,0,0,1
21,124.2,male,0,0,1
37,90.55,female,0,1,1
54,272.4,male,0,0,1
37,145.62,male,0,0,1
75,188.99,male,0,0,1
23,60.37,male,0,0,1
40,74.54,male,0,1,1
68,217.2,female,0,0,1
69,914.04,female,0,0,1
28,75.97,female,0,0,0
46,58.47,female,0,1,1
30,38.47,female,0,1,0
63,77.14,male,0,0,1
4,46.26,male,0,0,0
43,60.18,female,0,0,1
21,63.08,female,1,0,0
49,39.36,female,0,1,1
31,114.42,male,1,0,1
25,201.78,female,0,0,0
36,41.52,female,1,0,1
24,39.95,female,0,0,1
31,53.51,female,1,1,0
54,82.85,male,0,0,1
31,43.89,female,0,1,1
53,136.09,female,0,0,1
29,119.93,male,1,0,0
14,39.09,female,1,0,0
31,96.53,female,0,0,1
28,176.05,male,0,0,1
121,256.33,female,1,0,0
31,104.11,female,0,0,1
65,39.7,male,0,0,0
41,62.96,male,0,0,0
26,63.93,female,0,0,1
23,44.73,female,0,0,1
16,81.87,female,0,1,1
58,68.16,female,0,0,0
17,82.69,male,0,1,0
11,83.29,male,0,0,1
33,155.44,male,0,1,0
35,52.02,female,0,1,1
72,81.29,female,0,0,0
45,105.32,female,1,0,1
60,89.18,female,0,0,1
32,99.67,female,0,0,1
13,101.36,female,0,0,1
40,39.04,female,0,1,0
58,38.31,female,0,0,0
16,37.84,female,0,1,0
50,64.11,female,0,0,1
17,58.92,female,0,0,0
17,71.21,female,0,0,0
18,43.9,male,0,1,1
24,28.71,female,0,0,0
36,135.29,female,0,0,1
21,53.48,female,0,0,0
107,523.55,female,0,0,1
15,56.91,female,0,0,0
56,28,female,0,0,0
42,101.74,female,0,0,1
35,48.92,male,0,0,0
28,82.72,female,0,0,1
35,38.91,male,0,0,0
41,88.48,female,0,0,1
50,105.66,male,1,0,1
23,83.11,female,0,1,1
12,57.6,male,1,0,1
20,96.95,female,0,0,1
35,96.92,male,0,1,0
47,30.05,female,1,0,0
27,64.02,female,1,0,0
29,153.06,female,0,0,0
9,50.2,female,0,0,1
51,139.91,male,0,0,1
10,117.07,female,0,0,1
46,76.93,female,0,0,0
77,87.55,female,0,1,0
15,106.19,female,0,0,1
35,112.02,male,0,0,1
68,128.95,female,0,1,1
19,41.28,female,0,0,1
20,60.27,female,1,1,1
19,53.54,male,0,0,1
24,27.46,female,0,0,1
8,68.06,female,1,1,0
41,118.73,female,0,0,1
60,226.1,female,0,1,1
47,66.91,female,0,1,1
21,92.79,female,0,1,0
17,62.72,female,0,0,1
52,98.04,female,0,0,1
30,129.95,male,1,0,1
8,41.29,female,0,0,0
40,76.57,male,0,0,1
40,80.22,male,1,0,1
35,27,female,0,1,0
16,89.59,female,0,0,0
64,62.38,female,0,0,0
40,140.39,male,0,1,1
46,58.28,female,0,0,1
35,76.32,male,0,1,1
19,44.99,female,0,0,1
36,67.53,male,0,1,1
25,51.52,female,0,0,0
22,112.24,female,0,0,1
35,68.07,male,0,0,1
28,80.23,female,0,0,1
4,53.33,male,0,1,0
12,33.43,female,0,1,1
54,58.91,female,0,0,1
44,83.35,female,0,0,0
50,113.62,female,0,0,1
42,303.98,female,1,0,1
53,62.41,male,0,0,1
32,51.06,female,1,0,0
47,131.97,male,0,0,1
21,48.54,male,0,0,1
23,82.82,male,0,0,1
70,51.17,male,0,1,0
18,29.92,female,0,0,1
19,56.31,male,1,0,1
21,107.8,female,1,1,0
28,128.49,male,1,0,0
63,260.22,male,1,0,1
14,108.67,female,0,0,1
25,35.6,female,0,0,1
34,28.67,female,0,0,0
52,35.2,female,0,0,0
74,58.83,male,1,0,0
62,72.15,female,1,0,1
34,115.28,male,0,0,1
10,125.22,male,0,0,1
36,45.17,male,1,0,1
25,183.51,female,0,0,1
20,90.45,male,0,0,1
36,68,female,0,0,1
37,164.5,male,0,0,1
31,215.79,male,0,0,1
29,43.99,female,0,0,0
67,88.89,female,0,0,1
55,79.62,female,0,0,1
54,103,female,1,0,1
62,155.03,male,0,0,1
64,159.7,female,0,0,0
11,74.43,female,0,0,0
13,119.66,male,1,0,1
32,129.41,female,0,0,0
32,96.12,female,0,1,0
42,107.13,male,0,0,1
33,76.06,female,0,0,1
49,52.15,female,0,0,1
33,47.07,female,1,0,1
56,60.84,female,0,0,0
12,98.09,female,0,1,0
18,48.89,male,0,0,1
14,61.04,female,0,0,1
28,66.26,female,0,0,0
47,89.94,female,0,1,0
42,72.28,male,0,0,1
14,75.54,male,0,1,1
24,111.96,male,1,0,0
49,116.5,female,0,0,0
34,87.81,male,0,1,1
35,91.22,female,0,0,1
23,186.31,male,1,0,0
10,84.43,female,0,0,1
10,41.02,male,0,0,0
10,119.23,male,0,0,1
38,83.03,male,0,0,1
33,40.26,female,1,0,1
23,68.11,female,0,0,1
5,39.09,male,0,0,1
38,127.06,female,1,0,0
23,57.3,male,0,0,0
32,121.96,female,0,0,1
30,104.85,male,0,0,1
34,54.91,male,0,0,1
51,211.64,female,1,0,0
14,75.42,female,0,0,1
16,64.05,female,0,0,1
15,120.92,female,0,1,0
35,115.6,female,0,0,1
44,88.68,female,0,0,0
35,53.59,female,0,0,1
14,83.64,male,0,0,1
7,122.12,female,0,0,0
15,37.59,female,0,1,0
40,75.26,male,0,0,0
33,35.1,female,0,1,0
73,48.54,female,0,0,1
22,119.27,female,0,0,1
14,30.29,male,0,1,0
29,55,female,0,0,0
36,65.22,female,0,0,1
26,130.59,male,0,0,1
29,47.92,female,0,0,1
6,60.05,female,1,0,1
31,71.87,female,0,0,0
19,85.24,female,0,1,0
43,71.01,male,0,0,0
30,79.69,male,0,0,1
7,122.28,female,0,0,1
17,45.59,female,1,0,0
36,104.78,male,1,0,1
23,95.82,female,0,0,0
20,42.22,female,0,0,0
42,60.84,female,0,0,1
22,36.46,female,0,0,1
36,200.8,male,1,0,0
10,56.38,female,0,0,0
24,133.7,male,0,1,0
12,44.88,male,0,0,0
39,167.8,male,0,0,1
49,130.07,female,0,0,1
41,127.31,male,0,0,1
44,108.63,male,0,0,1
33,72.23,male,1,0,0
42,61.36,female,0,0,1
12,129.45,male,0,0,1
40,108.72,male,1,0,1
41,98.21,male,0,0,0
48,66.58,female,0,1,1
29,119.25,male,1,0,1
29,96.71,male,0,0,1
16,33.6,female,1,1,0
53,73.21,male,0,0,1
53,69.33,female,0,0,1
58,42.77,female,0,0,0
20,59.34,female,0,1,0
43,131.7,male,0,0,1
27,207.49,female,1,0,0
43,36.74,male,0,0,1
74,44.67,female,1,0,0
23,54.38,female,0,1,1
57,118.11,male,0,0,1
78,48.17,female,0,1,0
54,120.36,male,0,0,1
60,192.54,male,0,0,1
29,143.68,female,1,0,1
28,72.2,female,0,0,0
52,61.89,male,0,0,1
31,138.99,female,0,1,0
30,73.02,female,0,0,1
22,55.15,female,1,0,0
34,71.68,female,0,1,1
34,46.52,female,0,0,1
38,43.98,male,0,0,0
30,206.86,female,0,0,1
51,77.06,male,0,0,1
37,160.15,female,0,0,1
36,92.97,male,0,1,0
32,97.24,female,0,0,1
35,68.21,female,0,0,1
16,64.25,female,1,1,0
49,48.14,male,0,1,1
9,104.12,female,1,0,1
60,212.65,male,1,0,0
27,56.37,male,0,0,1
10,60.85,female,0,1,0
74,226.39,female,0,0,1
68,84.28,female,1,0,1
24,68.03,female,1,0,0
12,44.61,male,0,1,1
33,94.95,male,0,0,1
56,221.58,female,0,0,0
15,109.39,female,1,0,0
94,148.68,male,0,0,1
24,101.02,male,0,0,1
49,36.51,female,0,0,0
71,43.88,female,0,0,1
42,99.52,male,0,0,1
55,52.81,male,1,0,0
5,198.33,female,0,0,0
41,39.11,female,0,0,1
15,42.18,male,0,0,1
12,63.13,female,0,0,0
25,136.54,male,0,0,1
22,114.49,female,0,0,0
34,91.14,male,0,1,0
10,48.66,female,0,1,0
11,70.88,male,0,0,0
20,34.25,male,1,1,0
35,90.14,female,0,1,0
22,49.34,female,0,1,0
53,112.67,female,0,1,1
19,58.73,female,1,0,1
58,93.28,female,1,1,0
59,72.78,female,0,1,1
26,58.42,female,0,0,1
43,142.91,female,0,1,0
38,123.63,male,0,0,0
25,79.76,female,0,0,1
35,72.83,female,0,0,1
21,125.34,male,0,0,0
58,69.93,male,0,1,0
21,97.61,female,0,0,1
26,70.75,female,1,0,1
52,62.48,male,0,0,1
44,44.72,male,0,0,0
40,89.1,female,0,0,0
18,59.59,female,0,0,0
45,230.79,male,0,0,1
7,77.78,female,1,0,1
44,113.73,male,0,1,1
40,126.78,male,0,1,1
51,55.81,female,0,1,0
32,119.25,female,0,1,1
42,51.26,female,0,0,1
34,35.17,female,1,0,0
28,35.85,female,0,0,1
65,26.89,female,0,0,1
18,87.48,male,1,0,1
35,74.79,male,0,1,0
45,46.1,female,1,0,0
23,186.56,male,1,0,1
56,51.22,male,0,0,1
21,24.81,female,0,0,1
49,109.9,male,1,0,1
42,77.5,male,0,0,0
74,197.56,female,0,0,1
14,97.92,female,0,1,0
39,109.64,male,0,1,1
48,48.83,male,0,0,1
46,30.18,male,0,0,1
31,66.23,female,0,0,1
28,96.69,female,0,1,0
34,67.05,male,1,0,0
6,62.99,female,0,0,1
8,78.44,male,0,0,1
48,243.19,female,0,0,0
38,31.81,female,1,0,0
61,104.91,female,0,0,1
48,128.98,female,0,0,0
38,106.47,female,0,0,1
43,72.38,female,1,0,1
25,94.71,female,0,0,1
4,91.32,female,0,0,1
47,162.64,female,0,1,0
40,58.08,male,0,1,0
70,60.05,female,0,0,1
69,62.75,female,0,0,1
26,45.78,male,0,0,1
47,77.66,female,0,0,1
73,81.5,female,0,0,0
40,33.74,female,0,0,0
33,90.52,male,1,1,0
35,74.77,female,0,1,1
33,46.73,female,0,1,0
41,161.94,female,1,0,1
22,88.08,female,1,0,1
68,74.03,female,0,0,1
17,36.79,female,0,1,0
31,59.8,female,0,0,1
57,50.48,female,0,0,0
38,299.45,male,0,0,1
26,50.72,female,0,1,0
23,56.69,male,0,1,0
9,122.44,female,0,0,1
46,93.92,female,1,0,1
26,103.75,female,1,1,0
47,300.6,male,0,0,1
42,73.62,male,0,0,0
23,79.9,female,0,1,0
55,77.64,female,0,0,1
17,156.09,male,1,0,1
12,190.24,female,0,0,0
46,377.74,male,0,0,1
28,80,female,0,0,0
22,34.97,female,0,0,0
65,146.04,male,0,0,1
20,88.53,male,0,0,1
27,56.76,male,0,1,0
62,59.19,female,0,0,1
31,84.5,female,0,0,1
49,37.8,male,1,0,0
12,40.49,female,0,0,0
17,42.88,female,0,0,1
31,52.75,male,0,1,1
24,110.66,male,0,1,1
28,40.48,female,0,0,0
23,316.57,male,0,0,0
23,35.07,male,0,0,0
54,82.41,female,0,0,1
46,102.73,female,1,0,1
54,68.3,female,0,0,0
38,60.92,male,0,0,1
31,77.95,female,0,0,1
19,81.89,female,0,0,1
50,152,female,0,0,0
32,54.79,male,0,1,1
18,54.76,male,1,1,0
60,31.08,female,0,1,1
38,137.13,female,0,1,1
21,161.96,male,0,0,1
50,54.28,female,1,1,0
31,83.38,female,0,0,1
28,127.58,female,1,0,1
17,79.03,male,0,1,1
22,48.37,female,0,0,0
15,34.78,female,1,1,0
26,41.96,female,0,0,0
28,56.08,male,0,0,1
60,161.66,male,0,1,0
19,65.2,female,0,1,1
23,77.02,female,0,0,1
20,87.98,female,0,0,1
30,73.65,female,0,0,1
13,52.92,female,0,1,0
36,57.01,male,0,1,1
10,61.14,female,0,0,0
15,55.16,female,0,0,0
16,67.59,male,0,1,1
13,65.05,female,0,0,1
59,92.88,female,0,1,0
56,131.84,male,0,0,1
40,165.33,female,1,0,1
17,133.14,female,1,0,1
30,109.99,female,0,0,1
14,47.85,female,0,0,1
51,46.21,female,0,0,1
27,90.62,female,0,0,1
21,55.75,female,0,0,1
83,262.26,female,0,0,1
39,63.66,female,0,0,1
64,29.61,female,0,0,0
13,43.13,female,0,0,1
32,37.35,female,1,0,0
22,47.21,female,0,0,0
47,31.99,male,0,0,0
39,105.48,male,0,0,1
17,62.07,male,0,0,0
27,57.62,female,0,0,0
28,155.59,female,0,0,1
56,85.42,female,0,0,0
30,261.11,male,0,0,1
70,70.1,male,0,0,1
103,241.82,male,1,0,0
48,47.39,female,0,0,1
36,69.94,female,0,0,0
41,48.71,male,0,0,1
15,76.43,male,0,0,0
32,197.79,male,0,0,1
26,51.62,female,0,0,0
64,132.76,female,0,0,0
65,44.48,male,1,1,0
23,53.3,female,0,0,1
26,59.4,male,0,0,1
20,66.34,female,1,0,1
6,26.65,female,0,0,1
17,68.14,male,0,1,1
39,67.64,male,0,0,1
46,34.75,female,0,0,0
70,257.99,female,0,0,0
14,54.21,female,0,0,1
16,61.77,male,0,0,1
14,62.42,male,0,0,1
34,24.76,female,0,0,1
29,53.01,female,0,0,1
30,69.59,female,0,0,1
20,98.97,female,1,0,0
16,77.76,female,0,0,0
38,50.35,female,0,0,1
42,101.48,male,0,0,1
8,55.93,female,0,0,0
46,104.56,female,1,0,0
45,168.06,female,1,1,1
33,65.19,female,0,0,1
11,96.89,female,0,0,1
12,99.57,male,0,0,1
15,57.26,female,1,0,1
40,127.34,female,0,0,1
36,49.2,male,0,0,1
26,70.03,female,0,0,1
19,51.93,female,0,0,0
27,49.78,female,1,0,1
60,111.87,female,0,1,0
49,72.27,female,0,0,0
17,116.69,male,1,0,1
75,69.76,female,1,0,0
45,63.21,female,0,0,0
26,63.13,male,0,0,1
18,66.02,male,0,0,1
38,117.66,female,0,1,1
14,63.69,female,0,0,1
101,158.07,male,0,0,0
46,145.76,male,0,0,1
31,72.29,female,0,0,0
27,54.67,female,0,0,1
26,80.41,male,0,1,1
48,57.04,female,0,0,0
25,141.07,male,0,0,1
36,182.05,male,0,1,0
31,40.46,female,0,0,0
32,34.37,male,0,0,1
80,156.93,female,0,0,1
6,280.72,female,1,0,0
10,65.78,male,0,1,0
26,284.27,male,1,0,1
44,103.53,female,0,0,1
12,102.76,female,0,0,0
11,62.37,female,0,1,0
13,54.36,female,1,0,0
44,99.44,female,0,1,0
30,47.87,female,0,0,1
10,133.58,male,0,0,1
36,57.38,female,1,0,1
61,113.86,female,0,0,0
68,272.76,male,0,0,1
17,51.96,female,0,0,1
34,57.44,female,0,1,1
16,119.37,female,0,1,0
64,66.82,female,0,0,1
43,60.23,female,0,0,1
71,202.65,female,0,0,0
32,57.94,female,0,1,1
26,86.89,female,0,0,1
30,61.87,female,0,0,1
42,125.07,male,0,0,0
26,112.97,female,1,1,0
32,39.63,male,1,0,0
33,74.47,female,0,0,1
16,45.51,female,0,1,1
53,71.96,male,1,0,0
33,345.5,female,1,0,0
21,30.94,female,0,0,0
50,36.34,female,0,0,0
28,64.22,male,0,1,0
25,46.17,female,0,0,1
32,57.19,female,0,0,0
14,63.64,female,0,0,1
56,54.66,female,0,0,0
23,77.75,male,0,0,1
18,124.79,female,1,0,1
10,48.64,male,0,0,1
44,58.58,male,0,1,1
67,46.75,female,1,0,0
28,27.93,male,0,0,1
47,99.85,male,0,0,1
35,76.91,male,0,1,1
36,96.66,female,0,0,1
63,87.53,female,0,1,0
25,51.83,female,0,0,0
51,111.96,male,0,0,1
17,54.15,male,0,0,1
20,68.95,male,0,0,1
16,66.08,male,1,0,0
21,60.33,female,0,0,0
13,96.26,female,0,0,1
68,58.87,male,0,0,1
55,128.74,female,0,0,1
17,47,female,0,0,1
68,107.16,male,0,1,1
57,170.22,female,0,0,0
26,43,female,1,0,0
51,102.1,female,0,0,0
12,82.31,female,0,1,0
25,85.84,male,0,0,1
38,127.37,male,0,0,1
36,112.88,male,0,0,1
40,126.95,female,0,0,1
26,90.91,female,0,0,1
24,138.52,female,0,0,1
9,134.58,female,0,0,1
28,100,female,0,0,1
68,29.35,female,0,0,1
27,59.58,male,0,0,1
72,294.19,female,1,0,1
55,108.06,male,0,0,1
21,118.71,female,0,0,1
107,213.16,male,0,0,1
51,46.87,female,0,0,1
53,60.48,female,0,0,1
40,86.52,female,0,0,1
6,72.58,female,0,0,1
76,102.29,female,0,0,1
25,40.64,female,1,0,1
57,123.17,male,0,0,1
53,80.65,female,1,0,1
17,73.54,male,0,0,0
47,89.49,female,0,0,1
21,40.18,female,0,1,0
30,71.04,female,0,1,1
10,119.25,female,0,0,1
23,24.15,female,0,0,1
35,48.94,female,0,0,1
42,41.14,female,0,1,0
4,90.51,male,0,0,1
10,46.4,male,0,0,0
16,38.18,female,0,0,0
25,77.81,female,0,0,0
27,167.65,male,0,0,1
42,57.78,female,0,0,0
14,66.12,female,0,0,1
30,29.82,female,0,0,1
18,111.38,female,0,1,1
3,29.99,female,1,0,0
46,47.42,female,0,0,1
9,29.21,female,1,0,0
24,166.39,female,1,1,0
22,148.37,female,0,0,1
16,41.42,male,0,0,0
75,137.85,female,0,0,1
7,113.08,female,0,0,0
20,116.52,male,0,1,1
40,48.92,female,1,1,0
18,33.33,female,0,1,0
36,71.2,male,0,0,0
24,73.26,female,0,1,0
25,77.6,female,0,0,0
14,49.06,male,0,0,1
17,128.45,female,0,0,0
64,63.03,female,0,0,0
31,82.71,male,0,0,0
67,85.34,male,0,0,1
69,61.37,male,0,0,0
34,127.66,female,0,0,1
19,88.34,female,0,0,1
60,64.15,male,0,1,0
18,80.58,female,0,0,1
38,84.54,female,0,0,0
9,54.36,male,0,0,1
55,199,female,0,0,1
33,28.6,male,0,0,0
36,50.58,female,1,0,0
32,68.2,female,0,0,1
35,75.48,female,1,1,0
41,106.46,female,0,0,1
71,182.7,male,0,0,1
42,66.01,male,0,1,1
67,179.11,female,1,1,0
63,172.92,female,0,1,1
25,132.39,female,0,0,0
14,156.19,female,0,0,0
43,53.13,female,1,0,1
19,76.2,male,0,0,0
32,55.1,male,1,0,1
41,112.29,male,0,0,1
8,63.1,male,0,0,0
32,81.95,female,1,0,0
24,50.14,female,0,0,1
72,57.37,female,0,0,0
30,71.62,female,0,1,0
34,82.81,male,0,0,1
43,153.33,female,0,0,1
28,57.75,female,0,0,0
27,42.87,male,1,1,0
26,78.21,male,0,1,0
96,184.87,female,0,0,1
36,87.24,female,0,0,1
39,167.87,male,0,0,1
14,87.1,female,1,0,1
38,81.41,male,0,1,0
40,103.02,male,0,0,1
47,78.03,female,0,0,1
17,56.2,male,0,0,1
14,38.99,female,0,0,1
19,182.81,female,0,1,1
53,134.36,female,0,0,1
12,23.97,female,0,0,1
21,133.18,female,0,0,1
61,144.54,male,0,0,1
34,75.81,male,0,0,1
22,154.35,female,0,0,1
44,158.48,female,0,0,1
21,208.29,male,0,0,1
31,22.12,female,1,0,0
7,72.49,female,0,0,1
62,175.26,female,1,1,1
63,170.16,male,0,0,1
7,22.1,female,0,1,1
47,169.97,male,1,0,1
85,42.13,female,0,0,0
31,47.3,female,0,0,0
61,78.95,female,0,0,1
49,96.84,male,0,0,1
11,241.19,female,1,1,1
31,67.71,female,0,0,0
64,212.14,female,0,1,1
12,55.97,female,1,0,0
39,62.81,female,0,1,0
56,90.07,female,0,0,1
8,72.54,male,1,0,1
26,57.05,female,0,1,0
24,44.47,female,0,0,1
48,48.47,female,0,0,1
49,46.08,female,0,0,0
6,89.38,female,1,0,1
40,163.32,male,0,0,1
18,122.46,female,0,0,1
45,48.03,male,0,0,1
10,49.55,female,0,0,1
51,119.07,female,1,0,0
50,110.2,male,0,1,1
34,111.86,male,0,0,1
11,44.92,female,0,0,1
64,98.17,female,0,0,1
31,52.24,male,1,1,1
29,73.91,female,0,0,0
45,52.63,female,1,0,0
50,165.62,male,0,0,1
36,55.01,female,0,0,0
51,46.7,male,0,0,0
47,53.92,female,0,0,1
36,78.2,male,0,0,0
43,71.84,male,0,1,0
42,131.24,female,0,0,1
23,71.42,female,0,0,1
33,61.34,female,0,1,0
23,158.93,female,0,0,1
29,50.76,female,0,0,0
15,96.59,female,0,0,1
38,90.71,female,1,0,0
42,70.68,female,0,0,0
20,38.94,female,0,1,1
33,158.75,female,0,1,1
14,44.45,female,0,0,1
45,66.41,female,0,0,1
115,361.52,female,1,0,0
33,55.19,female,1,0,0
32,117.69,female,0,0,1
18,87.92,female,0,0,1
20,116.59,male,0,0,1
124,237.91,female,1,0,0
73,54.7,female,0,0,0
21,58.92,female,0,0,1
34,95.08,male,0,0,1
51,48.63,male,0,0,1
19,60.62,male,0,1,0
32,120.56,female,0,0,0
18,47.3,female,0,0,1
