customerID,nOrders,nItems,daysSinceLastOrder,margin,returnRatio,shareOwnBrand,shareVoucher,shareSale,gender,age,marginPerOrder,marginPerItem,itemsPerOrder,futureMargin
3899,1,1,39,7.95,1,0,1,0,male,67,7.95,7.95,1,28.44
3900,1,1,36,31.58,1,0,0,0,female,27,31.58,31.58,1,32.14
3901,2,7,12,39.73,0.25,0,0,0,male,53,19.86,5.68,3.5,-10.11
3902,1,2,39,13.67,1,0,0,1,male,33,13.67,6.84,2,31.86
3903,1,2,39,19.49,1,0,0,0,female,32,19.49,9.74,2,0
3904,3,11,23,42.31,0.2,0.33,0.22,0,female,32,14.1,3.85,3.67,61.8
3905,1,1,39,9.65,1,0,0,0,female,18,9.65,9.65,1,3.31
3906,1,1,39,10.81,0,0,0,0,female,18,10.81,10.81,1,19.19
3907,2,2,31,22.83,0,0,0,0.5,male,41,11.41,11.41,1,0
3908,2,5,31,22.9,0,1,0,0.5,female,25,11.45,4.58,2.5,52.85
3910,1,1,38,16.85,1,0,0,0,female,23,16.85,16.85,1,17.48
3911,2,4,26,30.53,1,0.67,0.33,0,female,34,15.27,7.63,2,45.86
3912,2,5,37,26.78,0.56,0,0,0,female,54,13.39,5.36,2.5,46.15
3913,2,4,27,14.89,0.44,0,0,0,male,60,7.45,3.72,2,-6.62
3914,1,2,30,21.08,0,0,0,0,female,21,21.08,10.54,2,35.08
3915,2,2,35,24.43,0.25,0,0.5,0,male,59,12.21,12.21,1,41.58
3916,9,24,16,45.8,0.25,0.6,0.3,0.3,male,44,5.09,1.91,2.67,59.5
3917,1,2,36,32.61,1,1,0,0,male,31,32.61,16.3,2,21.33
3918,6,11,10,27.18,0.44,0,0.22,0,male,22,4.53,2.47,1.83,45.26
3919,1,1,36,14.6,1,0,1,0,male,22,14.6,14.6,1,24.58
3920,1,1,36,2,0,0,1,0,female,40,2,2,1,22.06
3921,1,1,36,6.9,1,0,0,0,female,46,6.9,6.9,1,19.94
3922,1,2,36,18.07,1,0,0,0,female,23,18.07,9.04,2,0
3923,1,1,36,-2.28,1,0,0,1,male,34,-2.28,-2.28,1,30.37
3924,1,2,35,6.85,0,0,1,0,female,44,6.85,3.42,2,14.92
3925,1,2,35,17.4,0.25,0,1,0,female,66,17.4,8.7,2,-2.65
3926,2,2,35,18.65,0.25,0,0,0,female,29,9.32,9.32,1,10.78
3927,1,1,35,-0.81,1,0,0,0,female,29,-0.81,-0.81,1,30.73
3928,1,1,35,24.04,0,1,0,0,female,33,24.04,24.04,1,48.24
3929,1,1,34,15.75,1,0,1,0,female,21,15.75,15.75,1,0
3931,1,1,32,15.96,1,0,0,1,male,20,15.96,15.96,1,10.66
3932,1,1,32,8.64,1,0,1,0,female,48,8.64,8.64,1,13.08
3935,1,4,31,26.88,0.44,0,0.33,0,female,53,26.88,6.72,4,54.84
3936,1,1,31,30.75,1,0,0,1,female,34,30.75,30.75,1,22.12
3937,2,2,31,16.14,1,0,0,0,female,31,8.07,8.07,1,43.41
3938,1,1,31,9.6,1,0,1,0,male,34,9.6,9.6,1,43.86
3939,2,4,30,31.71,0.11,1,0.67,0.67,male,36,15.86,7.93,2,66.55
3940,1,4,30,31.61,0,0.33,1,0,male,18,31.61,7.9,4,11.12
3941,1,1,30,8.32,1,0,0,1,female,29,8.32,8.32,1,22.34
3942,2,10,18,41.24,0.77,0.12,0.25,0,male,47,20.62,4.12,5,18.42
3943,3,4,12,24.21,0,1,0,0.33,male,22,8.07,6.05,1.33,29.58
3944,1,4,29,26.71,0.11,0,0.67,0,male,47,26.71,6.68,4,9.48
3946,1,4,29,29.4,0.11,0,0,0,female,47,29.4,7.35,4,34.69
3947,1,4,28,15.64,0.11,0,0,0,female,18,15.64,3.91,4,0
3948,2,5,14,19.95,1,0.75,0.25,0,female,47,9.97,3.99,2.5,38.07
3949,1,2,28,19.56,0.25,0,0.5,0.5,male,37,19.56,9.78,2,19.18
3951,3,11,23,28.08,0.05,0.22,0,0.67,female,22,9.36,2.55,3.67,37.37
3952,1,4,23,17.44,1,0,0.33,0,female,65,17.44,4.36,4,33.82
3953,1,1,28,12.89,1,0,1,0,female,33,12.89,12.89,1,29.05
3954,1,1,27,5.13,0,0,1,0,female,18,5.13,5.13,1,0
3955,1,1,27,7.84,1,0,1,0,female,52,7.84,7.84,1,18.32
3956,1,1,27,4.93,1,0,0,0,male,30,4.93,4.93,1,-0.21
3958,1,1,26,14.23,0,0,1,0,male,56,14.23,14.23,1,31.06
3959,3,20,9,57,0,1,0.35,0.47,female,29,19,2.85,6.67,32.57
3961,1,1,26,5.68,0,0,0,0,female,61,5.68,5.68,1,26.29
3962,1,1,26,22.59,1,0,0,0,female,46,22.59,22.59,1,15.86
3964,1,2,25,35.85,1,1,0.5,0.5,male,48,35.85,17.93,2,27.19
3965,1,1,24,14.23,1,0,1,0,female,42,14.23,14.23,1,36.54
3967,1,1,23,8.17,1,0,0,1,male,31,8.17,8.17,1,21.04
3969,1,2,23,30.45,1,1,0.5,0,female,30,30.45,15.22,2,7.45
3970,1,1,22,8.95,1,0,1,0,female,26,8.95,8.95,1,37.02
3971,2,2,20,15.76,0.25,0,1,0,male,56,7.88,7.88,1,16.5
3972,1,1,22,-1.98,1,0,1,0,female,41,-1.98,-1.98,1,11.58
3974,3,5,16,34.07,0.06,1,0,0,female,37,11.36,6.81,1.67,27.88
3975,1,1,21,31.93,0,1,0,0,male,43,31.93,31.93,1,23.14
3976,2,4,11,22.49,0.11,0.67,0.67,0,female,53,11.24,5.62,2,49.06
3977,2,5,21,16.66,0,0,0.5,0,male,26,8.33,3.33,2.5,22.86
3978,1,1,21,16.28,1,0,0,0,female,32,16.28,16.28,1,29.92
3979,1,1,20,15.09,1,0,1,0,female,88,15.09,15.09,1,13.97
3980,1,1,20,12.4,1,0,1,0,female,36,12.4,12.4,1,27.06
3981,6,12,5,27.36,0.04,0.2,0.2,0,male,31,4.56,2.28,2,51.29
3982,1,1,19,0.67,1,0,1,0,female,35,0.67,0.67,1,35.87
3983,1,1,17,-0.15,1,0,0,1,male,20,-0.15,-0.15,1,39.49
3984,1,2,19,25.15,0,1,0.5,0,female,42,25.15,12.57,2,45.79
3985,1,2,19,10.58,1,0,0,0,female,42,10.58,5.29,2,16.9
3986,1,2,18,28.03,1,1,0.5,0,female,40,28.03,14.02,2,51.26
3987,3,10,8,33.71,0.02,0.25,0.25,0.38,female,41,11.24,3.37,3.33,20.2
3988,1,2,18,25.03,0.25,0,0.5,0,male,23,25.03,12.52,2,41.07
3989,13,37,3,54.71,0.38,1,0.35,0.13,male,53,4.21,1.48,2.85,49.01
3990,2,11,16,38.33,0.05,0,0.67,0,male,43,19.16,3.48,5.5,42.55
3991,1,1,18,4.33,1,0,1,0,female,45,4.33,4.33,1,3.76
3993,7,7,5,32.76,0.69,0.17,0.17,0.17,female,44,4.68,4.68,1,13.64
3994,1,2,11,22.4,1,1,0,1,female,25,22.4,11.2,2,34.25
3995,3,4,5,33.94,0.44,0,1,0,female,65,11.31,8.48,1.33,16.09
3996,2,2,4,9.37,0.25,1,0,0.5,female,18,4.68,4.68,1,29.83
3997,1,1,14,4.85,1,0,1,0,female,30,4.85,4.85,1,18.9
3998,3,4,8,18.99,0.44,0.33,0,0.67,female,36,6.33,4.75,1.33,57.48
4001,1,2,15,28.19,0,1,0.5,0,female,31,28.19,14.1,2,52.79
4002,1,1,15,9.35,1,0,0,0,female,34,9.35,9.35,1,18.99
4003,1,1,15,7.49,1,0,1,0,female,27,7.49,7.49,1,9.93
4004,1,1,14,20.5,1,0,1,0,male,25,20.5,20.5,1,0
4005,2,2,4,13.51,1,0,0.5,0,female,28,6.75,6.75,1,2.77
4006,1,1,14,16.25,1,0,0,0,female,36,16.25,16.25,1,9.51
4007,1,1,14,14.07,0,0,1,0,female,48,14.07,14.07,1,6.7
4008,1,1,13,10.63,1,0,0,0,female,55,10.63,10.63,1,10.8
4009,1,1,13,4.03,1,0,0,0,male,43,4.03,4.03,1,35.75
4010,1,1,13,5.35,1,0,1,0,male,37,5.35,5.35,1,21.82
4011,1,5,12,41.46,1,1,0.5,0,female,32,41.46,8.29,5,40.94
4012,2,5,5,25.93,0,1,0.5,0,female,51,12.96,5.19,2.5,10.13
4013,1,1,12,13.74,1,0,1,0,female,31,13.74,13.74,1,19.15
4014,1,2,12,23.52,1,1,0.5,0,male,64,23.52,11.76,2,41.56
4015,1,6,11,26.34,0.36,0.8,0.6,0,female,33,26.34,4.39,6,36.41
4016,1,2,11,14.67,1,0,1,0,female,39,14.67,7.34,2,15.54
4017,1,1,11,7.82,1,0,1,0,male,59,7.82,7.82,1,19.44
4018,1,4,11,26.05,0.44,0,0.67,0,female,28,26.05,6.51,4,57.7
4020,1,2,10,24.9,1,0,0,0,female,63,24.9,12.45,2,0
4021,1,1,10,1.05,1,0,1,0,male,57,1.05,1.05,1,2.06
4023,1,1,9,24.95,1,0,1,0,male,51,24.95,24.95,1,11.2
4024,1,1,9,1.93,1,0,1,0,female,27,1.93,1.93,1,30.7
4025,3,8,4,51.44,0.18,1,0.14,0,female,29,17.15,6.43,2.67,47.81
4027,1,1,9,6.66,1,0,0,1,male,32,6.66,6.66,1,6.02
4028,1,2,9,23.63,0.25,0.5,0.5,0,female,49,23.63,11.81,2,39.47
4029,1,1,9,10.43,1,0,1,0,male,47,10.43,10.43,1,23.76
4030,1,1,9,10.71,0,0,1,0,female,28,10.71,10.71,1,20.27
4031,1,1,9,14.42,1,0,1,0,female,48,14.42,14.42,1,41.29
4032,4,10,3,30.22,0.39,0,0,0.5,female,37,7.55,3.02,2.5,41.34
4033,4,6,3,36.76,0.04,0,0,0.2,male,45,9.19,6.13,1.5,46.65
4034,3,7,5,31.52,0.11,0,0,0.33,male,18,10.51,4.5,2.33,25.8
4036,1,2,8,21.02,0,0,0,1,male,49,21.02,10.51,2,21.69
4037,1,1,8,14.18,0,0,0,0,female,35,14.18,14.18,1,51.42
4038,1,2,8,26.88,1,0,0.5,0,male,31,26.88,13.44,2,-6.15
4039,1,1,7,7.06,1,0,1,1,female,27,7.06,7.06,1,0
4040,1,4,7,26.89,0.11,0.67,0.67,0,male,63,26.89,6.72,4,35.79
4041,1,1,6,25.1,0,0,0,0,male,18,25.1,25.1,1,41.93
4042,1,2,6,21.69,1,0,0,1,male,25,21.69,10.85,2,39.26
4043,1,1,5,2.67,1,0,1,0,male,23,2.67,2.67,1,20.46
4044,1,2,5,27.99,1,1,0.5,0,male,63,27.99,13.99,2,10.9
4045,2,4,5,28.28,0.44,0,0,0.67,female,46,14.14,7.07,2,47.54
4046,1,2,4,16.33,0,0,1,0,female,38,16.33,8.16,2,0.12
4047,1,1,4,9.24,1,0,0,0,female,23,9.24,9.24,1,14.7
4048,1,1,4,9.74,0,0,0,1,female,48,9.74,9.74,1,60.02
4049,1,1,4,11.72,0,0,1,0,male,23,11.72,11.72,1,17.23
4050,1,2,4,24.96,1,1,0,0,female,40,24.96,12.48,2,10.54
4051,3,4,137,17.19,0.11,0,0.67,0.67,male,35,5.73,4.3,1.33,44.68
4052,1,2,4,18.46,0,1,0.5,0,female,28,18.46,9.23,2,24.21
4054,1,1,3,6.48,1,0,1,0,male,32,6.48,6.48,1,31.07
4055,1,2,2,22.06,1,0,0.5,0,female,49,22.06,11.03,2,56
4056,1,1,2,14.21,1,0,0,0,male,36,14.21,14.21,1,39.15
4057,1,2,2,9.59,1,0,0.5,0,female,35,9.59,4.8,2,26
4058,4,6,78,32.37,0.04,0.2,0.8,0.6,male,41,8.09,5.39,1.5,28.19
4059,1,1,1,10.02,1,0,0,0,female,43,10.02,10.02,1,30.16
4060,1,1,1,5.72,1,0,1,0,male,36,5.72,5.72,1,28.52
4061,1,2,1,22.83,1,1,0.5,0,female,20,22.83,11.41,2,33.11
4062,1,1,1,20.39,1,0,1,0,female,72,20.39,20.39,1,30.99
4063,1,2,1,13.83,1,0,0.5,0,male,37,13.83,6.92,2,4.28
4064,1,1,1,15.34,1,0,0,0,male,22,15.34,15.34,1,23.93
4066,1,1,172,17.49,1,0,0,0,male,51,17.49,17.49,1,6.25
4067,1,1,61,5.25,0,0,1,0,male,47,5.25,5.25,1,52.7
4068,1,1,0,11.49,1,0,1,0,female,56,11.49,11.49,1,0
4069,1,4,285,39.85,0.44,0.67,0.33,0,female,53,39.85,9.96,4,32.94
4070,1,2,0,13.34,1,0,0,0,male,65,13.34,6.67,2,58.4
4071,31,56,16,54,0.44,0.68,0.11,0,male,44,1.74,0.96,1.81,58.71
4072,1,1,0,6.45,1,0,1,0,male,52,6.45,6.45,1,16.08
4073,1,1,0,3.5,0,0,1,0,female,18,3.5,3.5,1,17.93
4129,11,12,31,38.46,1,0,0.8,0.2,female,40,3.5,3.21,1.09,39.36
4146,4,10,9,51.18,0.56,0.88,0.25,0,male,35,12.8,5.12,2.5,42.79
4183,1,1,180,27.47,0,1,1,0,female,21,27.47,27.47,1,46.74
4193,3,6,2,18.4,0.36,0.4,0.2,0,female,36,6.13,3.07,2,27.71
4200,12,19,72,51.09,0,1,0.56,0,male,42,4.26,2.69,1.58,47.63
4223,21,36,6,48.93,0.25,0.47,0.17,0.1,male,28,2.33,1.36,1.71,49.39
4266,30,50,6,60.3,0.54,0.24,0.24,0.05,female,58,2.01,1.21,1.67,35.21
4274,1,1,236,10.18,1,0,0,0,female,69,10.18,10.18,1,5.44
4283,8,19,32,39.22,0.39,0.69,0.56,0.38,male,26,4.9,2.06,2.38,69.7
4309,9,13,69,55.07,0.13,1,0.45,0.09,male,63,6.12,4.24,1.44,45.28
4393,2,5,0,26.13,0.25,0,0,0,male,18,13.06,5.23,2.5,40.44
4394,2,6,142,45.17,0.16,0.8,0.4,0,male,38,22.59,7.53,3,51.9
4412,2,4,31,23.1,1,0,0,0,female,61,11.55,5.78,2,35.82
4435,1,2,215,25.97,0,0,0.5,0.5,male,33,25.97,12.98,2,31.63
4518,6,6,138,44.05,0.16,0.8,0.8,0.2,male,46,7.34,7.34,1,51.27
4527,1,2,81,16.23,0.25,0,0,0,female,37,16.23,8.12,2,24.8
4563,1,1,148,31.63,1,1,0,0,female,60,31.63,31.63,1,47.82
4578,8,19,114,53.83,0.19,0.62,0.12,0,male,40,6.73,2.83,2.38,36.74
4663,3,8,76,28.29,0.51,0.29,0.14,0,female,39,9.43,3.54,2.67,48.57
4716,1,1,351,16.23,1,0,1,0,male,33,16.23,16.23,1,52.96
4719,10,25,42,49.92,0.18,0.38,0.24,0.1,male,40,4.99,2,2.5,48.17
4723,10,14,12,50.58,0.11,0.5,0.17,0,female,53,5.06,3.61,1.4,52.5
4731,8,23,9,43.73,0.28,0.79,0.32,0,female,42,5.47,1.9,2.88,43.81
4779,10,13,6,41.99,0.67,0.09,1,0,female,41,4.2,3.23,1.3,31.52
4816,3,6,108,25.21,0.16,0.2,0.6,0,female,55,8.4,4.2,2,35.75
4839,4,5,23,37.55,0.06,0.25,0.25,0.25,female,42,9.39,7.51,1.25,53.48
4843,2,4,8,26.49,1,0,0,0,male,54,13.24,6.62,2,22.3
4848,3,4,58,41.69,1,0.33,0.33,0,male,64,13.9,10.42,1.33,22.43
4854,19,31,15,64.54,0.59,0.96,0.15,0.08,male,38,3.4,2.08,1.63,70.86
4861,1,1,147,22.24,1,1,1,0,male,37,22.24,22.24,1,27.99
4956,14,24,30,48.97,0.16,0.05,0.1,0.2,female,50,3.5,2.04,1.71,44.97
5006,4,6,74,39.73,0.04,0,0.6,0.4,male,66,9.93,6.62,1.5,50.35
5007,6,10,30,44.67,0.39,0.62,0,0.25,male,29,7.45,4.47,1.67,46.4
5030,9,42,2,52.37,0.02,0.66,0.46,0,female,35,5.82,1.25,4.67,62.93
5058,20,43,12,64.66,0.15,1,0.28,0,male,41,3.23,1.5,2.15,66.35
5086,2,2,265,29.21,0.25,0,0,0,male,55,14.61,14.61,1,19.84
5102,26,43,8,52.7,0.01,0.69,0.28,0.14,male,66,2.03,1.23,1.65,46.57
5106,3,5,316,22.38,1,0.5,0.25,0,male,41,7.46,4.48,1.67,17.26
5130,4,7,33,37.81,0.25,1,0.17,0,male,20,9.45,5.4,1.75,43.18
5137,3,10,11,38.11,0.14,0.25,0.38,0.25,female,23,12.7,3.81,3.33,33.73
5147,9,18,0,45.3,0.16,0.2,0.33,0.13,male,44,5.03,2.52,2,54.67
5156,11,12,16,48.8,0.81,1,0.3,0.5,female,35,4.44,4.07,1.09,45.46
5178,10,25,51,49.35,0.02,0.86,0.43,0.19,male,45,4.94,1.97,2.5,63.48
5184,2,4,261,22.91,1,0.67,0.67,0,female,38,11.46,5.73,2,47.79
5196,7,12,28,42.85,1,0.3,0.4,0.1,male,39,6.12,3.57,1.71,33.65
5203,1,1,13,11.98,1,0,1,0,male,38,11.98,11.98,1,27.85
5220,1,5,299,26.31,0.56,0,0.5,0,female,48,26.31,5.26,5,36.64
5224,3,6,48,31.15,0,0.4,0.6,0,female,47,10.38,5.19,2,25.31
5262,8,10,57,50.95,0.14,0.5,0.12,0.25,male,37,6.37,5.1,1.25,54.39
5272,7,12,69,46.9,0.36,0.8,0.5,0,male,47,6.7,3.91,1.71,55.48
5273,2,5,4,1.46,0.25,0,0.25,0.5,male,29,0.73,0.29,2.5,31.1
5278,9,18,1,46.98,0.04,1,0.47,0.07,male,58,5.22,2.61,2,48.5
5280,1,1,136,12.3,0,0,1,1,female,59,12.3,12.3,1,31.23
5297,6,14,13,49.83,0.03,0.58,0.42,0.25,female,46,8.3,3.56,2.33,39.02
5299,6,12,101,43,1,0.9,0.4,0.3,female,35,7.17,3.58,2,58.56
5327,1,1,148,26.24,1,0,0,0,male,41,26.24,26.24,1,35.5
5375,7,10,20,46.85,0.06,0,0.38,0,female,22,6.69,4.69,1.43,41.28
5397,6,10,77,27.05,0.77,0,0.88,0.12,male,41,4.51,2.7,1.67,30.58
5406,3,6,25,36.72,0.04,0.2,0.6,0.4,female,45,12.24,6.12,2,48.26
5435,11,19,34,55.27,0.25,0.5,0.31,0,female,47,5.02,2.91,1.73,26.63
5440,3,4,68,29.72,1,0,1,0,female,70,9.91,7.43,1.33,22.82
5443,14,30,7,46.42,1,0.28,0.2,0.08,male,58,3.32,1.55,2.14,30.54
5449,7,10,3,51.38,0.14,1,0.25,0.25,female,74,7.34,5.14,1.43,43.36
5464,2,2,67,22.26,1,0,0,0,female,50,11.13,11.13,1,6.31
5467,8,14,57,35.26,0.84,0.83,0.33,0,male,43,4.41,2.52,1.75,47.34
5473,9,16,10,56.04,0.15,0.92,0.31,0.46,male,51,6.23,3.5,1.78,56.96
5475,2,12,92,37.98,0.01,0.2,0.1,0,male,28,18.99,3.16,6,47.71
5480,3,12,10,42.81,0.16,0.4,0.3,0,female,48,14.27,3.57,4,52.61
5515,4,8,14,33.38,0.18,0.29,0.43,0,female,31,8.35,4.17,2,27.86
5540,11,16,150,37.49,0.15,0.38,0.54,0,female,48,3.41,2.34,1.45,41.51
5544,2,6,29,40.22,0.36,1,0.6,0,female,38,20.11,6.7,3,43.59
5571,2,2,324,17.79,1,0,1,0,female,52,8.89,8.89,1,25.89
5576,2,5,19,46.12,0,1,0,0,female,33,23.06,9.22,2.5,47.78
5579,4,7,86,39.71,0.25,1,0,0,male,36,9.93,5.67,1.75,68.73
5583,6,7,38,29.12,0.25,0.67,0.17,1,male,35,4.85,4.16,1.17,26.31
5625,6,11,70,33.26,0.2,0,0.67,0,male,56,5.54,3.02,1.83,35.08
5636,11,17,49,39.82,0.33,0,0.57,0.36,female,73,3.62,2.34,1.55,35.71
5638,10,11,12,33.06,0.01,0.33,0.22,0.78,female,46,3.31,3.01,1.1,56.44
5642,1,1,356,7.21,1,1,0,0,female,33,7.21,7.21,1,40.93
5645,4,7,152,32.67,0.03,0.33,0.33,0.5,female,48,8.17,4.67,1.75,30.54
5647,7,7,15,33.35,0.69,0.17,0.17,0,male,35,4.76,4.76,1,12.59
5669,2,2,86,15.61,0.25,1,0.5,0.5,female,29,7.8,7.8,1,17.34
5678,16,24,24,48.31,0.02,0.45,0.5,0.25,female,43,3.02,2.01,1.5,54.3
5686,11,14,57,34.35,0.03,0,0.67,0,male,53,3.12,2.45,1.27,39.43
5699,21,23,21,47.97,0.9,0.16,0.58,0.42,female,44,2.28,2.09,1.1,36.17
5709,2,12,111,44.56,0.81,1,0,0,male,40,22.28,3.71,6,50.66
5717,1,2,168,30.6,0,1,0,0,male,42,30.6,15.3,2,21.77
5721,4,7,185,24,0.69,0.5,0.17,0,male,52,6,3.43,1.75,23.6
5722,4,6,22,43.21,0.36,0.8,0.6,0,male,64,10.8,7.2,1.5,50.7
5723,8,11,35,34.61,0.44,0,0.22,0.33,female,47,4.33,3.15,1.38,39.06
5750,1,2,249,11.6,1,0,0,1,female,41,11.6,5.8,2,46.51
5754,2,8,139,35.15,1,0.14,0,0,female,33,17.57,4.39,4,47.98
5773,3,4,11,26.99,0.11,0.67,0.33,0.67,male,56,9,6.75,1.33,46.19
5781,1,4,195,46.09,1,1,0.33,0,male,39,46.09,11.52,4,53.69
5790,4,12,28,48.47,1,0.8,0.4,0.2,male,32,12.12,4.04,3,60.28
5792,23,32,3,40.82,0.86,0.04,0.74,0,male,41,1.77,1.28,1.39,50.25
5804,4,7,73,44.63,1,0.33,0.17,0,male,42,11.16,6.38,1.75,33.45
5819,22,37,0,52.55,0.13,0.26,0.35,0.26,female,36,2.39,1.42,1.68,40.02
5822,8,13,52,48.62,0.21,0.91,0.27,0.55,male,50,6.08,3.74,1.62,56.21
5861,18,53,18,63.58,0.15,0.5,0.2,0.3,male,41,3.53,1.2,2.94,59.89
5883,22,37,4,46.46,0,0.39,0.16,0.1,male,37,2.11,1.26,1.68,65.97
5903,19,36,44,49.59,0.07,0.37,0.1,0.5,female,18,2.61,1.38,1.89,43.04
5912,11,20,12,56.54,0.68,0.76,0.29,0,female,48,5.14,2.83,1.82,66.1
5914,1,2,269,20.17,1,0.5,0.5,0,female,45,20.17,10.09,2,9.79
5922,3,10,21,29.96,0.14,0.62,0.38,0.25,male,44,9.99,3,3.33,58.36
5936,16,28,11,50.92,0.23,0.61,0.65,0.04,female,47,3.18,1.82,1.75,52.05
5946,11,24,15,59.9,0.12,0.9,0.25,0.35,female,27,5.45,2.5,2.18,64.96
5956,16,18,3,37.31,0.64,0,0.6,0.4,male,46,2.33,2.07,1.12,34.17
5961,6,7,107,39.59,1,0,0.33,0.17,male,44,6.6,5.66,1.17,29.74
5963,4,11,20,34.38,0.31,0.33,0.11,0.33,male,38,8.6,3.13,2.75,46.12
5965,15,59,17,67.67,0.01,0.98,0.53,0.08,male,28,4.51,1.15,3.93,49.81
5980,6,11,119,33.67,0.31,0.22,0,0,female,35,5.61,3.06,1.83,43.09
5988,1,2,269,25.31,1,1,0,0,male,23,25.31,12.65,2,34.15
6021,8,23,60,41.46,0.07,0.05,0.32,0.16,female,37,5.18,1.8,2.88,49.98
6055,1,2,35,18.11,1,0,1,0,female,39,18.11,9.05,2,30.14
6056,1,1,327,6.09,0,0,1,0,female,36,6.09,6.09,1,45.44
6059,6,40,101,54.05,0,0.45,0.48,0.18,female,23,9.01,1.35,6.67,53.2
6079,8,22,64,46.26,0.6,0.89,0.44,0.11,female,29,5.78,2.1,2.75,44.04
6088,4,11,67,44.36,0.11,0.56,0.11,0.22,male,53,11.09,4.03,2.75,37.12
6097,14,41,6,48.74,0.01,0,0.62,0.06,male,46,3.48,1.19,2.93,59.33
6108,1,1,139,22.25,0,1,0,1,female,44,22.25,22.25,1,38.62
6117,1,1,207,19.83,1,1,1,0,female,48,19.83,19.83,1,20.44
6119,6,8,43,33.53,0.02,0.29,0.43,0.57,male,68,5.59,4.19,1.33,36.03
6125,4,14,5,38.34,0.17,0.33,0.83,0.08,female,18,9.59,2.74,3.5,47.95
6127,6,14,16,56.54,0.44,1,0.17,0,female,46,9.42,4.04,2.33,39.58
6150,11,24,16,54.5,0.04,0.5,0.5,0.05,male,43,4.95,2.27,2.18,63.98
6152,6,32,2,36.85,0.05,0.07,0.78,0,female,29,6.14,1.15,5.33,13.53
6153,6,19,114,40.21,0.02,0.69,0.56,0,female,33,6.7,2.12,3.17,34.55
6156,8,10,75,30.52,0.25,0.38,0.12,0,female,46,3.82,3.05,1.25,42.36
6166,33,42,4,66.79,0.16,1,0.43,0.03,female,48,2.02,1.59,1.27,68.32
6205,2,4,105,18.69,1,0.67,0.33,0,male,46,9.35,4.67,2,44.57
6210,11,24,9,58.57,0.2,0.95,0.55,0,female,36,5.32,2.44,2.18,62.69
6233,1,1,72,9.29,1,0,1,1,female,21,9.29,9.29,1,24.61
6241,6,14,71,40.37,0.56,0.17,0.08,0,male,47,6.73,2.88,2.33,36.3
6271,26,60,71,67.28,0,0.42,0.38,0,male,47,2.59,1.12,2.31,0
6287,4,5,126,24.87,0.56,0.5,0.5,0,male,48,6.22,4.97,1.25,43.85
6300,7,26,14,54.9,0,0.55,0.18,0.09,male,34,7.84,2.11,3.71,62.02
6305,1,2,216,25.24,0.25,0,1,0,male,31,25.24,12.62,2,27.99
6360,1,2,253,7.37,0,0,0.5,0.5,female,54,7.37,3.68,2,31.01
6364,2,2,73,15.65,0.25,1,1,0,male,48,7.83,7.83,1,45.88
6371,1,2,6,30.51,0,1,0.5,0,male,28,30.51,15.26,2,35.39
6374,9,19,23,64.84,0.39,0.44,0.25,0,female,70,7.2,3.41,2.11,43.49
6382,6,11,3,41.42,0.6,0.89,0.33,0.11,male,59,6.9,3.77,1.83,34.56
6402,19,26,7,48.34,0.01,0,0.82,0.27,female,43,2.54,1.86,1.37,52.56
6412,14,28,20,53.4,0.09,0.52,0.39,0.13,female,42,3.81,1.91,2,46.58
6430,2,2,192,21.71,0.25,0,1,0,female,32,10.86,10.86,1,21.74
6438,11,17,68,40.93,0.05,0.29,0.14,0.64,female,33,3.72,2.41,1.55,49.88
6450,1,1,323,-0.92,0,0,0,1,male,67,-0.92,-0.92,1,16.95
6455,8,20,53,45.97,0.03,0.59,0.12,0.24,male,34,5.75,2.3,2.5,72.97
6473,2,10,63,44.95,0.02,0.88,0.25,0,male,20,22.48,4.5,5,47.59
6478,6,7,114,17.5,0.03,0,1,0.17,female,51,2.92,2.5,1.17,28.85
6517,21,41,1,66.13,0.22,0.85,0.21,0,female,48,3.15,1.61,1.95,59.63
6521,4,5,80,24.65,0.56,0,0.25,0,male,42,6.16,4.93,1.25,17.37
6539,6,17,11,41.88,0.05,0.43,0.5,0,female,39,6.98,2.46,2.83,33.22
6544,9,16,2,49.51,0.02,1,0.46,0,male,46,5.5,3.09,1.78,60.49
6557,6,7,17,26.95,0.44,0.17,0.5,0.5,female,39,4.49,3.85,1.17,11.68
6559,2,4,193,26.28,1,0.33,0.33,0.67,female,56,13.14,6.57,2,20.6
6561,48,79,4,72.55,0.01,0.08,0.27,0.15,female,41,1.51,0.92,1.65,58.16
6582,3,6,33,22.12,1,0.4,0.4,0,male,28,7.37,3.69,2,10.43
6605,1,1,258,9.49,0,0,0,1,female,29,9.49,9.49,1,33.54
6610,11,12,32,46.09,0.01,0.1,0.5,0.3,male,50,4.19,3.84,1.09,28.68
6615,21,25,26,53.62,0.58,0,0.62,0.33,female,50,2.55,2.14,1.19,37.62
6619,2,6,303,28.68,0.04,0.6,1,0,female,18,14.34,4.78,3,24.19
6623,2,4,205,30.57,0.11,0.67,0.67,0,male,80,15.29,7.64,2,29.73
6664,4,16,1,49.04,0.02,1,0.38,0,female,41,12.26,3.06,4,51.06
6668,6,11,155,36.18,0.6,1,0.44,0.22,female,40,6.03,3.29,1.83,42.48
6688,11,13,3,48.72,0.07,0.36,0.36,0.27,female,71,4.43,3.75,1.18,51.83
6693,4,6,66,23.25,0.04,0,0.4,0,male,37,5.81,3.88,1.5,43.66
